frequency,num_pairs,datamgmt/cpu_mean,datamgmt/cpu_median,datamgmt/cpu_std,datamgmt/cpu_mad,structural/cpu_mean,structural/cpu_median,structural/cpu_std,structural/cpu_mad,continuous/cpu_mean,continuous/cpu_median,continuous/cpu_std,continuous/cpu_mad,neo4j/cpu_mean,neo4j/cpu_median,neo4j/cpu_std,neo4j/cpu_mad,influxdb/cpu_mean,influxdb/cpu_median,influxdb/cpu_std,influxdb/cpu_mad,ros2talker/cpu_mean,ros2talker/cpu_median,ros2talker/cpu_std,ros2talker/cpu_mad,ros2listener/cpu_mean,ros2listener/cpu_median,ros2listener/cpu_std,ros2listener/cpu_mad,stream/cpu_mean,stream/cpu_median,stream/cpu_std,stream/cpu_mad,ros2/cpu_mean,ros2/cpu_median,ros2/cpu_std,ros2/cpu_mad
60,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.005150914754098347,0.004885349999999988,0.002892054879743101,0.0002667500000001154,0.0017745114754098364,0.001723549999999996,0.0003225820171449768,0.00010689999999993196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069254262295081834,0.0066088999999999835,0.003214636896888078,0.0003736500000000474,0.0,0.0,0.0,0.0
60,10,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.00423625666666671,0.004338999999998805,0.00031220637692720905,0.0002671999999961372,0.0017513416666666613,0.001680199999999843,0.00037472224039394143,0.00013349999999974211,0.11913333333333333,0.12100000000000008,0.0022500081173955746,0.0019999999999995993,0.07681666666666667,0.07799999999999993,0.0017428152587983666,0.000999999999999987,0.0059875983333333715,0.0060191999999986475,0.0006869286173211504,0.0004006999999958793,0.19595,0.199,0.003992823376193941,0.0029999999999995863
60,20,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.003967538333333304,0.004054899999999861,0.00029854994142035444,0.00017610000000445325,0.001760430000000023,0.0016884000000004563,0.0003672400682635412,0.0001150999999993017,0.19998333333333337,0.20300000000000012,0.0030393868771724946,0.001999999999999974,0.14405,0.1460000000000008,0.0028790137281292675,0.001999999999999613,0.005727968333333327,0.005743300000000317,0.0006657900096838957,0.00029120000000375495,0.3440333333333334,0.3490000000000009,0.005918400605301763,0.003999999999999587
60,30,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0036524183333333823,0.0037040999999931046,0.0002260819384103028,0.00017809999998235054,0.0019154516666666649,0.0017077000000000452,0.0010981383436417477,0.00010850000000175433,0.31984999999999997,0.325,0.004201110314956438,0.0030000000000001137,0.23141666666666666,0.23499999999999943,0.004851626707260591,0.0030000000000001137,0.005567870000000048,0.00541179999999315,0.0013242202820520504,0.00028659999998410486,0.5512666666666666,0.5599999999999994,0.009052737022217029,0.006000000000000227
60,40,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.003315913333333356,0.0033627000000024053,0.00022810624778886386,0.00015390000000934387,0.0017816333333333506,0.0016764000000023317,0.0004650904469888775,0.00012639999999919382,0.42498333333333327,0.43799999999999956,0.006760821801656896,0.004500000000001614,0.3168,0.32599999999999907,0.008220199987852776,0.005500000000000671,0.005097546666666707,0.005039100000004737,0.0006931966947777413,0.0002803000000085377,0.7417833333333332,0.7639999999999987,0.014981021789509672,0.010000000000002285
70,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0048026850000000105,0.004880200000000912,0.00032616456152129137,0.00028069999999900085,0.0016631299999999999,0.0015786999999995999,0.00037980914103258534,0.00010080000000058922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00646581500000001,0.006458900000000512,0.0007059737025538768,0.00038149999999959007,0.0,0.0,0.0,0.0
70,10,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.004237637704918076,0.004319650000002184,0.00031364245314573214,0.00017235000000255258,0.0017565081967213195,0.0016866499999999007,0.0003247307151235744,0.00011634999999969857,0.13419672131147542,0.13600000000000073,0.002173544061046531,0.0010000000000005838,0.0851967213114754,0.08600000000000022,0.0017182141563279317,0.001000000000000341,0.005994145901639395,0.006006300000002085,0.0006383731682693065,0.00028870000000225115,0.21939344262295082,0.22200000000000095,0.0038917582173744626,0.0020000000000009246
70,20,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0038220426229508653,0.0038500999999939722,0.0002854498402721232,0.0002186499999993429,0.001772306557377054,0.0016927499999994213,0.00039208361717342147,6.0849999999845706e-05,0.20954098360655735,0.21299999999999975,0.0027676500872852797,0.00199999999999996,0.14724590163934423,0.15,0.003163885189371703,0.0020000000000001406,0.0055943491803279195,0.0055428499999933935,0.0006775334574455447,0.0002794999999991886,0.3567868852459016,0.36299999999999977,0.005931535276656983,0.004000000000000101
70,30,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0035286098360656384,0.003577950000004648,0.00030575529309227436,0.00020225000000664286,0.0017676295081966997,0.001668649999999161,0.0003676232622522833,4.629999999963277e-05,0.4032950819672131,0.41000000000000014,0.004504203937139426,0.003999999999999199,0.2702131147540984,0.27450000000000047,0.004104943966944165,0.0025000000000005573,0.005296239344262339,0.005246600000003809,0.0006733785553445576,0.00024855000000627563,0.6735081967213115,0.6845000000000006,0.00860914790408359,0.006499999999999756
70,40,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.003494741666666717,0.003516500000000633,0.0001978569934564815,0.00012409999999363208,0.0018043499999999808,0.001704300000000103,0.00043937157295051747,0.0001238000000000738,0.5420833333333334,0.55,0.008046910969700649,0.005000000000001115,0.37145000000000006,0.377000000000001,0.006104247306924726,0.003999999999999226,0.005299091666666698,0.005220800000000736,0.000637228566406999,0.0002478999999937059,0.9135333333333334,0.927000000000001,0.014151158276625376,0.009000000000000341
